"id","occurredDate","division","district","shift","beat","serviceType","source","allegationType","allegation","finding","residentRace","residentSex","residentAge","officerRace","officerSex","officerAge","officerYearsOfService","officerIdentifier"
"9990477e2fb173870764733a7e7ee499","2014-05-14 00:00:00","Operations Division","East District","","","Not Applicable","CPCO (Informal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","","","Male","","Black","Female","51","8","16d5744e0cd59ee17f8d31a9d1d9141b"
"6c2ddac303b383d43f0f52d63afaf55b","2014-04-17 00:00:00","Operations Division","North District","ND Middle Shift","","Call For Service","CPCO (Informal)","Substandard Performance","Act or Ommission Contrary to the Obectives of the Department","Exonerated","White","Male","","White","Male","32","4","b7b843e28fd235e2af03ce3503659b97"
"d4831f63b210d90ead6efdd1a0c7f7e7","2014-05-21 00:00:00","Reserves","Platoon 2","Squad 2","","Not Applicable","CPCO (Informal)","Violation of Any Rule","Failure to Conform to the Department's Rules, Regulations, Orders, Policies, and Sops While Off Duty","Not Sustained","Unknown","Male","","White","Male","66","13","6f1a23924d801fa0ab61261c43b05fc6"
"d4831f63b210d90ead6efdd1a0c7f7e7","2014-05-21 00:00:00","Reserves","Platoon 2","Squad 2","","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","Not Sustained","Unknown","Male","","White","Male","66","13","6f1a23924d801fa0ab61261c43b05fc6"
"0bcc37ef553f7b06f241c42fce396db1","2014-05-24 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Call For Service","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Exonerated","Black","Male","36","White","Male","33","4","b2e26f1eff9ac4a35bb6523417772b1f"
"ea19b49b6a4661504fda726c0d425e66","2014-05-20 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","Traffic Stop","CPCO (Formal)","Substandard Performance","","Not Sustained","White","Female","40","White","Male","26","4","a59e676bbfd22d04fd75f307e0a85d88"
"88b25f46d8bd7ab5cfae0eb009997550","2014-06-01 00:00:00","Operations Division","Northwest District","NW Late Shift","","Not Applicable","CPCO (Informal)","Substandard Performance","","Exonerated","Unknown","Female","","White","Male","30","5","8b28ee08d012cf860e5870c3ad1707c7"
"15d1ff3d3c57fb7e438e715c6796112e","2014-04-04 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Arrest","CPCO (Informal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Exonerated","Black","Male","","White","Male","36","13","1671e6722cb6fecdd34c07dd3e19d1a7"
"15d1ff3d3c57fb7e438e715c6796112e","2014-04-04 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Arrest","CPCO (Informal)","Use of Force","Unreasonable Force (Less Lethal Weapon)","Exonerated","Black","Male","","White","Male","38","9","2d75bd8f411085af3178a17b02fbcb04"
"15d1ff3d3c57fb7e438e715c6796112e","2014-04-04 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Arrest","CPCO (Informal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Exonerated","Black","Male","","White","Male","29","6","879dfb2e29ae178577559bf17827f056"
"15d1ff3d3c57fb7e438e715c6796112e","2014-04-04 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Arrest","CPCO (Informal)","Use of Force","Unreasonable Force (Less Lethal Weapon)","Exonerated","Black","Male","","Hispanic","Male","32","6","0c22c64c5ebf8ba22207489c10f5818c"
"15d1ff3d3c57fb7e438e715c6796112e","2014-04-04 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Arrest","CPCO (Informal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Exonerated","Black","Male","","Hispanic","Male","32","6","0c22c64c5ebf8ba22207489c10f5818c"
"ca785470138439e95bf484af1eff7dff","2014-05-25 00:00:00","Operations Division","East District","ED Late Shift","","Arrest","CPCO (Formal)","Substandard Performance","","Not Sustained","Black","Male","54","White","Male","30","6","ede0a1d8082a676e599b7be8b50cd1b7"
"0bcc37ef553f7b06f241c42fce396db1","2014-05-24 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Call For Service","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Sustained","Black","Male","36","White","Male","35","11","275235ddff072e560fe3293ec2235977"
"0bcc37ef553f7b06f241c42fce396db1","2014-05-24 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Call For Service","CPCO (Formal)","Use of Force","Mistreatment of Person in Custody","Exonerated","Black","Male","36","White","Male","35","11","275235ddff072e560fe3293ec2235977"
"0bcc37ef553f7b06f241c42fce396db1","2014-05-24 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Call For Service","CPCO (Formal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Sustained","Black","Male","36","White","Male","35","11","275235ddff072e560fe3293ec2235977"
"0bcc37ef553f7b06f241c42fce396db1","2014-05-24 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Call For Service","CPCO (Formal)","Use of Force","Mistreatment of Person in Custody","Exonerated","Black","Male","36","White","Male","33","4","b2e26f1eff9ac4a35bb6523417772b1f"
"0bcc37ef553f7b06f241c42fce396db1","2014-05-24 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Call For Service","CPCO (Formal)","Citizen Interaction","Failure to Make a Report When Approached by a Citizen","Exonerated","Black","Male","36","White","Male","33","4","b2e26f1eff9ac4a35bb6523417772b1f"
"ea19b49b6a4661504fda726c0d425e66","2014-05-20 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","Traffic Stop","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Not Sustained","White","Female","40","White","Male","26","4","a59e676bbfd22d04fd75f307e0a85d88"
"ea19b49b6a4661504fda726c0d425e66","2014-05-20 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","Traffic Stop","CPCO (Formal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Not Sustained","White","Female","40","White","Male","26","4","a59e676bbfd22d04fd75f307e0a85d88"
"88b25f46d8bd7ab5cfae0eb009997550","2014-06-01 00:00:00","Operations Division","Northwest District","NW Late Shift","","Not Applicable","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Not Sustained","Unknown","Female","","White","Male","30","5","8b28ee08d012cf860e5870c3ad1707c7"
"88b25f46d8bd7ab5cfae0eb009997550","2014-06-01 00:00:00","Operations Division","Northwest District","NW Late Shift","","Not Applicable","CPCO (Informal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Not Sustained","Unknown","Female","","White","Male","30","5","8b28ee08d012cf860e5870c3ad1707c7"
"ca785470138439e95bf484af1eff7dff","2014-05-25 00:00:00","Operations Division","East District","ED Late Shift","","Arrest","CPCO (Formal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Not Sustained","Black","Male","54","White","Male","30","6","ede0a1d8082a676e599b7be8b50cd1b7"
"ca785470138439e95bf484af1eff7dff","2014-05-25 00:00:00","Operations Division","East District","ED Late Shift","","Arrest","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Not Sustained","Black","Male","54","White","Male","30","6","ede0a1d8082a676e599b7be8b50cd1b7"
"0f73c0f252545531a8471b3878bc1ace","2014-06-08 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Exonerated","Black","Male","","Other","Male","41","9","b1bb9f50adf3b0e5d32f1b463776fc23"
"0f73c0f252545531a8471b3878bc1ace","2014-06-08 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Traffic Stop","CPCO (Informal)","Substandard Performance","Act or Ommission Contrary to the Obectives of the Department","Exonerated","Black","Male","","White","Male","28","4","2bf450478c40847a7509f27592d9a0db"
"0f73c0f252545531a8471b3878bc1ace","2014-06-08 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Traffic Stop","CPCO (Informal)","Use of Force","Mistreatment of Person in Custody","Exonerated","Black","Male","","Hispanic","Male","38","6","c23a943d6f97fa5651ba12899bfc4dfe"
"10d3e2b423886ba37d308fd4540c6de4","2014-06-10 00:00:00","Operations Division","North District","ND Middle Shift","","Call For Service","CPCO (Informal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Sustained","Black","Female","","White","Male","30","4","9b3ede0eeb904caef2516f26d710e5fb"
"12ac1f85da2dd9fb23bbd246ff8664e8","2017-01-13 00:00:00","Operations Division","Northwest District","NW Detective Section","NW Detective Day Shift","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Unknown","Male","32","White","Male","40","16","416132dab49ecef50794c2c7faf9ad5f"
"40992d3fa4d4b3c1692130f88e84d594","2014-04-29 00:00:00","Operations Division","North District","ND Late Tactical Shift","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Exonerated","Black","Male","23","White","Male","37","13","69013a133a34e31f270c6a531ee68c23"
"40992d3fa4d4b3c1692130f88e84d594","2014-04-29 00:00:00","Operations Division","North District","ND Late Tactical Shift","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Exonerated","Black","Male","23","White","Male","35","12","9f592b3a98472af5f6afe7d1e4f63ce8"
"40992d3fa4d4b3c1692130f88e84d594","2014-04-29 00:00:00","Operations Division","North District","ND Late Tactical Shift","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Exonerated","Black","Male","23","White","Male","36","7","e0578a52e2611cccf04fa74dafbae15a"
"eb6a6c3ba33fee9e13b35faafb62314f","2014-06-18 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Investigation","CPCO (Formal)","Investigative Procedures","","Exonerated","White","Female","31","White","Male","33","5","6f8c6875f3c5fcd4c3b9b2a645931399"
"eb6a6c3ba33fee9e13b35faafb62314f","2014-06-18 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Investigation","CPCO (Formal)","Substandard Performance","","Exonerated","White","Female","31","White","Male","33","5","6f8c6875f3c5fcd4c3b9b2a645931399"
"eb6a6c3ba33fee9e13b35faafb62314f","2014-06-18 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Investigation","CPCO (Formal)","Field Operations","","Exonerated","White","Female","31","White","Male","33","5","6f8c6875f3c5fcd4c3b9b2a645931399"
"10d3e2b423886ba37d308fd4540c6de4","2014-06-10 00:00:00","Operations Division","North District","ND Middle Shift","","Call For Service","CPCO (Informal)","Substandard Performance","Act or Ommission Contrary to the Obectives of the Department","Sustained","Black","Female","","White","Male","30","4","9b3ede0eeb904caef2516f26d710e5fb"
"10d3e2b423886ba37d308fd4540c6de4","2014-06-10 00:00:00","Operations Division","North District","ND Middle Shift","","Call For Service","CPCO (Informal)","Neglect of Duty","Failure to Complete and Incident Report When Necessary","Sustained","Black","Female","","White","Male","30","4","9b3ede0eeb904caef2516f26d710e5fb"
"40992d3fa4d4b3c1692130f88e84d594","2014-04-29 00:00:00","Operations Division","North District","ND Late Tactical Shift","","Arrest","CPCO (Formal)","Use of Force","Mistreatment of Person in Custody","Exonerated","Black","Male","23","White","Male","36","7","e0578a52e2611cccf04fa74dafbae15a"
"fd6245b885fd736cf2ef35ad177d7b18","2014-06-14 00:00:00","Operations Division","East District","ED Detective Section","ED Detective Day Shift","Investigation","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","Black","Female","","White","Male","32","6","610be0891deca2441bcda52fc8c964c3"
"54ae05fcaf293cb1322ac988ceda6c4e","2014-06-23 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Traffic Enforcement Section","Traffic Enforcement Unit","Not Applicable","CPCO (Informal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Not Sustained","Unknown","Male","","White","Male","53","26","3f83c9f92e1365c227af1076c2f5e18f"
"54ae05fcaf293cb1322ac988ceda6c4e","2014-06-23 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Traffic Enforcement Section","Traffic Enforcement Unit","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","Not Sustained","Unknown","Male","","White","Male","53","26","3f83c9f92e1365c227af1076c2f5e18f"
"eb6a6c3ba33fee9e13b35faafb62314f","2014-06-18 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Investigation","CPCO (Formal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Exonerated","White","Female","31","White","Male","33","5","6f8c6875f3c5fcd4c3b9b2a645931399"
"eb6a6c3ba33fee9e13b35faafb62314f","2014-06-18 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Investigation","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Exonerated","White","Female","31","White","Male","33","5","6f8c6875f3c5fcd4c3b9b2a645931399"
"b0008faf5bcd021ccf6166390658ec65","2014-06-20 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call For Service","CPCO (Informal)","Substandard Performance","Failure to Properly Investigate Crash","Unfounded","Black","Male","","White","Male","38","8","c39b6fff66883cb9ff599b3ffa111e9f"
"ed5495ff3d9f65ca997fbf8cfe43b0f5","2014-05-22 00:00:00","Operations Division","Downtown  District","DT Middle Shift","","Call For Service","CPCO (Informal)","Substandard Performance","Failure to Properly Investigate Crash","Not Sustained","White","Male","","White","Male","50","27","21f28168d3ebb8228e072ef0aa1f3bf5"
"143864cd9daa8d178a15386ac4ad9522","2014-06-26 00:00:00","Other Assignments","Temporary Assignments","Manpower Pool","Limited Duty","Not Applicable","CPCO (Formal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Exonerated","Black","Male","22","White","Male","47","24","e1ebd593e53f7b820549d86c36800e05"
"143864cd9daa8d178a15386ac4ad9522","2014-06-26 00:00:00","Other Assignments","Temporary Assignments","Manpower Pool","Limited Duty","Not Applicable","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Exonerated","Black","Male","22","White","Male","47","24","e1ebd593e53f7b820549d86c36800e05"
"143864cd9daa8d178a15386ac4ad9522","2014-06-26 00:00:00","Other Assignments","Temporary Assignments","Manpower Pool","Limited Duty","Not Applicable","CPCO (Formal)","Citizen Interaction","Failure to Provide Name or Badge Number","Exonerated","Black","Male","22","White","Male","47","24","e1ebd593e53f7b820549d86c36800e05"
"143864cd9daa8d178a15386ac4ad9522","2014-06-26 00:00:00","Other Assignments","Temporary Assignments","Manpower Pool","Limited Duty","Not Applicable","CPCO (Formal)","Citizen Interaction","Indecent or Lewd Language","Exonerated","Black","Male","22","White","Male","39","16","0e5e70d8d8e9696b52a19f472dfa4059"
"143864cd9daa8d178a15386ac4ad9522","2014-06-26 00:00:00","Other Assignments","Temporary Assignments","Manpower Pool","Limited Duty","Not Applicable","CPCO (Formal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Exonerated","Black","Male","22","White","Male","39","16","0e5e70d8d8e9696b52a19f472dfa4059"
"143864cd9daa8d178a15386ac4ad9522","2014-06-26 00:00:00","Other Assignments","Temporary Assignments","Manpower Pool","Limited Duty","Not Applicable","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Exonerated","Black","Male","22","White","Male","39","16","0e5e70d8d8e9696b52a19f472dfa4059"
"bd7cbe8dc60410336d89951f56eaee6b","2014-08-14 00:00:00","Operations Division","East District","ED Middle Shift","","Call For Service","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Unfounded","Unknown","Male","","White","Male","29","4","56069181ae312c8c2a79988a47f5019c"
"88e3d980b0608a0ca64b2271b4469ac1","2017-04-11 00:00:00","Operations Division","East District","ED Late Shift","","","CPCO (Informal)","","","","White","Female","36","White","Female","34","2","C85a8f06819f6ce5fbf0b686cc69e76f"
"12ac1f85da2dd9fb23bbd246ff8664e8","2017-01-13 00:00:00","Operations Division","Northwest District","NW Detective Section","NW Detective Day Shift","","CPCO (Informal)","Citizen Interaction","Indecent or Lewd Language","","Unknown","Male","32","White","Male","40","16","416132dab49ecef50794c2c7faf9ad5f"
"2579c825c2195649e5881037f7a6dc9e","2014-06-24 00:00:00","Operations Division","East District","ED Late Shift","","Traffic Stop","CPCO (Formal)","Use of Force","Unreasonable Force (Other)","Exonerated","White","Female","37","White","Male","32","4","9f36458b7101fe0a176cc863fe37a430"
"fd6c03d8d5474719a1336d5327afbb92","2014-06-29 00:00:00","Reserves","Platoon 3","Squad 2","","Traffic Stop","CPCO (Informal)","Use of Force","Unreasonable Force (Weapon)","","White","Male","","Black","Male","62","11","456300331612ab12b852266435ab343d"
"2579c825c2195649e5881037f7a6dc9e","2014-06-24 00:00:00","Operations Division","East District","ED Late Shift","","Traffic Stop","CPCO (Formal)","Search/Seizure","","Exonerated","White","Female","37","White","Male","32","4","9f36458b7101fe0a176cc863fe37a430"
"fd6c03d8d5474719a1336d5327afbb92","2014-06-29 00:00:00","Reserves","Platoon 3","Squad 2","","Traffic Stop","CPCO (Informal)","Substandard Performance","","","White","Male","","Black","Male","62","11","456300331612ab12b852266435ab343d"
"8f461d18a0b7467a184660370c928e20","2014-06-28 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift 2Nd RC","Call For Service","CPCO (Informal)","Neglect of Duty","Misuse of Discretion","","White","Male","","Black","Male","53","20","56ef9cbbbda239f7c41b22b305951a69"
"07f46c3f4c28f80d9b8c12700368c54c","2014-07-03 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","Call For Service","CPCO (Informal)","Substandard Performance","","Not Sustained","White","Female","","Black","Female","32","","4b788833cb03a35328d6305860adde25"
"090c3de257ba4b65d2f3d8d4c5d3c806","2014-06-26 00:00:00","Operations Division","North District","ND Middle Shift","","Not Applicable","CPCO (Informal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Unfounded","Unknown","Male","","White","Male","44","12","b3cdafa783296ef73dfba09d53a92cdc"
"090c3de257ba4b65d2f3d8d4c5d3c806","2014-06-26 00:00:00","Operations Division","North District","ND Middle Shift","","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","Unfounded","Unknown","Male","","White","Male","44","12","b3cdafa783296ef73dfba09d53a92cdc"
"2579c825c2195649e5881037f7a6dc9e","2014-06-24 00:00:00","Operations Division","East District","ED Late Shift","","Traffic Stop","CPCO (Formal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Exonerated","White","Female","37","White","Male","32","4","9f36458b7101fe0a176cc863fe37a430"
"2579c825c2195649e5881037f7a6dc9e","2014-06-24 00:00:00","Operations Division","East District","ED Late Shift","","Traffic Stop","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Exonerated","White","Female","37","White","Male","32","4","9f36458b7101fe0a176cc863fe37a430"
"2579c825c2195649e5881037f7a6dc9e","2014-06-24 00:00:00","Operations Division","East District","ED Late Shift","","Traffic Stop","CPCO (Formal)","Search/Seizure","Improper Warantless Search","Exonerated","White","Female","37","White","Male","32","4","9f36458b7101fe0a176cc863fe37a430"
"fd6c03d8d5474719a1336d5327afbb92","2014-06-29 00:00:00","Reserves","Platoon 3","Squad 2","","Traffic Stop","CPCO (Informal)","Violation of Any Rule","Failure to Conform to the Department's Rules, Regulations, Orders, Policies, and Sops While Off Duty","","White","Male","","Black","Male","62","11","456300331612ab12b852266435ab343d"
"fd6c03d8d5474719a1336d5327afbb92","2014-06-29 00:00:00","Reserves","Platoon 3","Squad 2","","Traffic Stop","CPCO (Informal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","","White","Male","","Black","Male","62","11","456300331612ab12b852266435ab343d"
"fd6c03d8d5474719a1336d5327afbb92","2014-06-29 00:00:00","Reserves","Platoon 3","Squad 2","","Traffic Stop","CPCO (Informal)","Breach of Discipline","Conduct Detrimental to the Efficient Operation And/Or General Discipline of the Department","","White","Male","","Black","Male","62","11","456300331612ab12b852266435ab343d"
"fd6c03d8d5474719a1336d5327afbb92","2014-06-29 00:00:00","Reserves","Platoon 3","Squad 2","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","White","Male","","Black","Male","62","11","456300331612ab12b852266435ab343d"
"4fbea8f5ed95c3f296c52a9e5bce370f","2014-07-10 00:00:00","Operations Division","North District","ND Middle Shift","","Arrest","CPCO (Formal)","Use of Force","Mistreatment of Person in Custody","Unfounded","Black","Male","16","White","Male","35","5","199d0cb0b874cb58446a30a979f70283"
"8f461d18a0b7467a184660370c928e20","2014-06-28 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift 2Nd RC","Call For Service","CPCO (Informal)","Substandard Performance","Act or Ommission Contrary to the Obectives of the Department","","White","Male","","Black","Male","53","20","56ef9cbbbda239f7c41b22b305951a69"
"65383b2329d2df8bc7b144a1a8e4bd11","2014-06-25 00:00:00","Operations Division","Southeast District","SE Late Shift","","Not Applicable","CPCO (Informal)","Violation of Any Rule","Failure to Conform to the Department's Rules, Regulations, Orders, Policies, and Sops While Off Duty","","Unknown","Female","","White","Male","33","6","c298b46d10962634a81944b9b99c522f"
"65383b2329d2df8bc7b144a1a8e4bd11","2014-06-25 00:00:00","Operations Division","Southeast District","SE Late Shift","","Not Applicable","CPCO (Informal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","","Unknown","Female","","White","Male","33","6","c298b46d10962634a81944b9b99c522f"
"65383b2329d2df8bc7b144a1a8e4bd11","2014-06-25 00:00:00","Operations Division","Southeast District","SE Late Shift","","Not Applicable","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","","Unknown","Female","","White","Male","33","6","c298b46d10962634a81944b9b99c522f"
"9b685b191d4b4ab6ac8afaeec2aff027","2014-06-30 00:00:00","Operations Division","North District","ND Late Tactical Shift","","Call For Service","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Unfounded","Black","Male","22","","","","",""
"9b685b191d4b4ab6ac8afaeec2aff027","2014-06-30 00:00:00","Operations Division","North District","ND Late Tactical Shift","","Call For Service","CPCO (Formal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","Unfounded","Black","Male","22","","","","",""
"9b685b191d4b4ab6ac8afaeec2aff027","2014-06-30 00:00:00","Operations Division","North District","ND Late Tactical Shift","","Call For Service","CPCO (Formal)","Citizen Interaction","Failure to Provide Name or Badge Number","Unfounded","Black","Male","22","","","","",""
"a3ed149acb7cfc8887f5e6d32a49e27f","2014-07-03 00:00:00","Operations Division","North District","ND Late Shift","","Not Applicable","CPCO (Informal)","Breach of Discipline","Failure to Improve Performance","Sustained","Unknown","Male","","White","Male","26","5","c8639299f781df7499de14772d3697ef"
"12ac1f85da2dd9fb23bbd246ff8664e8","2017-01-13 00:00:00","Operations Division","Northwest District","NW Detective Section","NW Detective Day Shift","","CPCO (Informal)","Use of Force","Members Shall Not Use More Force Than Reasonably Necessary","","Unknown","Male","32","White","Male","40","16","416132dab49ecef50794c2c7faf9ad5f"
"ded18cd6d412152a4c963e14f260aeee","2014-06-18 00:00:00","Operations Division","East District","ED Detective Section","ED Detective Day Shift","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Exonerated","Black","Female","35","White","Female","50","28","69c2827e524a75eb61b9892eeb23dcee"
"ded18cd6d412152a4c963e14f260aeee","2014-06-18 00:00:00","Operations Division","East District","ED Detective Section","ED Detective Day Shift","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Exonerated","Black","Female","35","Black","Male","31","6","c969b3f56e79970d322236d6680f53af"
"4fbea8f5ed95c3f296c52a9e5bce370f","2014-07-10 00:00:00","Operations Division","North District","ND Middle Shift","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Unfounded","Black","Male","16","White","Male","35","6","350115b51b5a0ae12001fe8a5ddce6f2"
"4fbea8f5ed95c3f296c52a9e5bce370f","2014-07-10 00:00:00","Operations Division","North District","ND Middle Shift","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","Unfounded","Black","Male","16","White","Male","35","5","199d0cb0b874cb58446a30a979f70283"
"29b13df5d75235cdd020adea5add0f6c","2014-06-11 00:00:00","Operations Division","Northwest District","NW Detective Section","NW Detective Day Shift","Investigation","CPCO (Informal)","Substandard Performance","","","White","Male","","White","Male","59","23","391beabb93d0cd3de4340a1e76f13775"
"a497bf5f1fa805ceb972e03967aa77d3","2014-07-03 00:00:00","Operations Division","Southwest District","SW Day Tactical Shift","Accident Investigations Unit","Investigation","CPCO (Informal)","Substandard Performance","","Unfounded","White","Female","","White","Male","27","5","a59e676bbfd22d04fd75f307e0a85d88"
"07f46c3f4c28f80d9b8c12700368c54c","2014-07-03 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","Call For Service","CPCO (Informal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Not Sustained","White","Female","","Black","Female","32","","4b788833cb03a35328d6305860adde25"
"9d06224ea38131dff569f1e7118982cf","2014-07-05 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Call For Service","CPCO (Formal)","Substandard Performance","Act or Ommission Contrary to the Obectives of the Department","Sustained","Black","Male","50","White","Male","39","13","d840cf907f2bdaee1ce294de5508ac9c"
"9d06224ea38131dff569f1e7118982cf","2014-07-05 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Call For Service","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Sustained","Black","Male","50","White","Male","39","13","d840cf907f2bdaee1ce294de5508ac9c"
"9d06224ea38131dff569f1e7118982cf","2014-07-05 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Call For Service","CPCO (Formal)","Citizen Interaction","Failure to Make a Report When Approached by a Citizen","Sustained","Black","Male","50","White","Male","39","13","d840cf907f2bdaee1ce294de5508ac9c"
"3910bca334f75aeca1e6dbc315fa18e8","2014-07-03 00:00:00","Operations Division","North District","ND Middle Shift","","Not Applicable","CPCO (Informal)","Violation of Any Rule","Failure to Conform to the Department's Rules, Regulations, Orders, Policies, and Sops While Off Duty","","Unknown","Male","","Black","Female","55","30","df5757611c174e607b8b6fd6dd4b1743"
"3910bca334f75aeca1e6dbc315fa18e8","2014-07-03 00:00:00","Operations Division","North District","ND Middle Shift","","Not Applicable","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","Unknown","Male","","Black","Female","55","30","df5757611c174e607b8b6fd6dd4b1743"
"3910bca334f75aeca1e6dbc315fa18e8","2014-07-03 00:00:00","Operations Division","North District","ND Middle Shift","","Not Applicable","CPCO (Informal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","","Unknown","Male","","Black","Female","55","30","df5757611c174e607b8b6fd6dd4b1743"
"3b574c31277d0b970523e040627a024c","2014-07-11 00:00:00","Operations Division","Downtown  District","DT Day Shift","","Call For Service","CPCO (Formal)","Violation of Any Rule","Failure to Obey All Orders, Rules, Regulations, Policies, and Sops","Not Sustained","Black","Male","22","White","Male","49","27","7e008b1da3d1918a51edf0d9d8b033e7"
